;EAN;Referencia;;Nombre;Coste;Precio;;P.V.P.;Beneficio;%MC;%MV;Stock;;Proveedor;Clasificación;
Actualizado desde fichero o API;8410190621305;1117436;;ADO AGUA FRESCA AZAHAR CREMA NUTRITIVA 300ML TARRO SRA;13,008 €;30,17 €;21 %;36,50 €;17,16 €;131,9 %;56,9 %;0;293;PUIG FRAGANCIAS(V Y L);PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;8410190632110;1058231;;ADO AGUA FRESCA DEO SPR 150ML CBR;4,802 €;11,16 €;21 %;13,50 €;6,36 €;132,4 %;57,0 %;-11;19;PUIG FRAGANCIAS(V Y L);PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;8410190619913;1044238;;ADO AGUA FRESCA GEL BAÑO 400ML CBR;7,552 €;17,36 €;21 %;21,00 €;9,81 €;129,9 %;56,5 %;-1;306;PUIG FRAGANCIAS(V Y L);ASEO PERSONAL;
Actualizado desde fichero o API;8410190617445;1105293;;ADO AGUA FRESCA ROSAS BODY 500ML SRA;10,414 €;22,73 €;21 %;27,50 €;12,32 €;118,3 %;54,2 %;-1;75;PUIG FRAGANCIAS(V Y L);PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;8410190620322;1113256;;ADO AGUA FRESCA ROSAS GEL 500 ML SRA;9,744 €;22,73 €;21 %;27,50 €;12,99 €;133,3 %;57,1 %;-2;388;PUIG FRAGANCIAS(V Y L);PERFUMERIA SELECTIVA;
Actualizado desde fichero o API;8410190631717;1105291;;ADO DEO AGUA FRESCA ROSAS 150ML;4,562 €;11,16 €;21 %;13,50 €;6,60 €;144,6 %;59,1 %;0;41;PUIG FRAGANCIAS(V Y L);PERFUMERIA SELECTIVA;
Creado en TPV;8410190621565;1138840;;ADOLFO DOMINGUEZ AGUA FRESCA CITRUS CEDRO SET (EDT 120 ML + GEL 75 ML + VIAL 10 ML);20,947 €;51,24 €;21 %;62,00 €;30,29 €;144,6 %;59,1 %;0;20;PUIG FRAGANCIAS(V Y L);COLONIAS ESTUCHE SELECTIVAS MASCULINAS;
Normal;1110000007752;1161545;;ADOLFO DOMINGUEZ JAZMIN TONKA EDP MUJER LOTE LANZAMIENTO 11UN+1UN S/C;216,630 €;368,31 €;21 %;445,65 €;151,68 €;70,0 %;41,2 %;0;-1;PUIG FRAGANCIAS(V Y L);PERFUMERIA SELECTIVA;
Normal;8411322234028;1037157;;AERHOGAR LIMPIA SUELOS MOPPASOL 1.000CC;1,496 €;2,60 €;21 %;3,15 €;1,10 €;73,8 %;42,5 %;0;133;LABORATORIOS BELLOCH;FREGASUELOS;
Normal;8411322234059;1037160;;AERHOGAR LIMPIAPLATA 210CC;1,911 €;3,30 €;21 %;3,99 €;1,39 €;72,7 %;42,1 %;8;22;LABORATORIOS BELLOCH;LIMPIEZA;
Actualizado desde fichero o API;4005900365903;1102737;;AFTER SHAVE NIVEA MEN BALSAMO 100ML LOCION 2EN1;3,350 €;4,95 €;21 %;5,99 €;1,60 €;47,8 %;32,3 %;-3;122;BDF NIVEA;PERFUMERIA CONSUMO;
Actualizado desde fichero o API;8410225543794;1004924;;AGATHA RUIZ DE LA PRADA FLOR EDT SPRAY 100ML;7,839 €;11,56 €;21 %;13,99 €;3,72 €;47,5 %;32,2 %;0;531;PUIG CONSUMO;PERFUMERIA CONSUMO;
Actualizado desde fichero o API;8437021029109;1140521;;AGERUL ALCOHOL DESINFECTANTE 70% SPRAY 100ML;0,832 €;1,86 €;21 %;2,25 €;1,03 €;123,6 %;55,3 %;-2;73;AGERUL;ASEO PERSONAL;
Actualizado desde fichero o API;8437021029024;1138345;;AGERUL ALCOHOL HIGIENIZANTE SPRAY 500ML;1,829 €;2,44 €;21 %;2,95 €;0,61 €;33,4 %;25,0 %;14;71;AGERUL;LIMPIADORES QUIMICOS;
Actualizado desde fichero o API;8420568660027;;;AGERUL ALCOHOL LIMPIEZA 1000ML;1,733 €;2,47 €;21 %;2,99 €;0,74 €;42,5 %;29,8 %;9;122;AGERUL;LIMPIEZA;
Actualizado desde fichero o API;8420568600047;1102695;;AGERUL BLOQUE WC 5EN1 AIRE MONTANA;0,759 €;1,03 €;21 %;1,25 €;0,27 €;35,7 %;26,3 %;15;1;AGERUL;LIMPIEZA;
Actualizado desde fichero o API;8420568600030;1102694;;AGERUL BLOQUE WC 5EN1 BRISA MARINA;0,759 €;1,03 €;21 %;1,25 €;0,27 €;35,7 %;26,3 %;20;3;AGERUL;LIMPIADOR WC;
Actualizado desde fichero o API;8420568600061;1134072;;AGERUL BLOQUE WC 5EN1 CITRUS;0,667 €;1,03 €;21 %;1,25 €;0,36 €;54,4 %;35,2 %;15;277;AGERUL;LIMPIEZA;
Actualizado desde fichero o API;8420568600023;1102693;;AGERUL BLOQUE WC DUO 5EN1 AIRE MONTANA;1,169 €;1,61 €;21 %;1,95 €;0,44 €;37,7 %;27,4 %;-2;175;AGERUL;LIMPIEZA;
Actualizado desde fichero o API;8420568600016;1102692;;AGERUL BLOQUE WC DUO 5EN1 BRISA MARINA;1,169 €;1,61 €;21 %;1,95 €;0,44 €;37,7 %;27,4 %;0;176;AGERUL;LIMPIEZA;
Actualizado desde fichero o API;8420568600054;1134071;;AGERUL BLOQUE WC DUO 5EN1 CITRUS;1,031 €;1,61 €;21 %;1,95 €;0,58 €;56,2 %;36,0 %;0;272;AGERUL;LIMPIEZA;
Actualizado desde fichero o API;8420568410035;1134475;;AGERUL BOLSA BASURA BLANCA 10LTS 30UD;0,659 €;1,03 €;21 %;1,25 €;0,37 €;56,3 %;36,0 %;0;237;AGERUL;BOLSAS BASURA;
Actualizado desde fichero o API;8420568410004;1134474;;AGERUL BOLSA BASURA GRIS 30LTS 25UD;1,005 €;1,64 €;21 %;1,99 €;0,64 €;63,2 %;38,7 %;0;155;AGERUL;BOLSAS BASURA;
Actualizado desde fichero o API;8420568410011;1134473;;AGERUL BOLSA BASURA LILA 30LTS 15UD;0,737 €;1,28 €;21 %;1,55 €;0,54 €;73,7 %;42,4 %;4;138;AGERUL;LIMPIEZA;
Actualizado desde fichero o API;8420567010028;1134476;;AGERUL BOLSA BASURA NEGRA 100 LTS 10UD;1,045 €;1,61 €;21 %;1,95 €;0,56 €;54,1 %;35,1 %;-5;227;AGERUL;LIMPIEZA;
Actualizado desde fichero o API;8420568033401;1156620;;AGERUL CITRONELA LOCION CORPORAL 125ML;0,425 €;1,61 €;21 %;1,95 €;1,19 €;278,8 %;73,6 %;112;0;AGERUL;ASEO PERSONAL;
Actualizado desde fichero o API;8420568900130;1142990;;AGERUL DESENGRASANTE PISTOL 750ML + AMONIACAL 750ML;1,540 €;2,44 €;21 %;2,95 €;0,90 €;58,4 %;36,9 %;0;619;AGERUL;LIMPIEZA;
Actualizado desde fichero o API;8420568011072;1102683;;AGERUL DESENGRASANTE PISTOLA 750ML;1,655 €;2,44 €;21 %;2,95 €;0,79 €;47,4 %;32,2 %;2;759;AGERUL;LIMPIEZA;
Actualizado desde fichero o API;8420568012086;1102684;;AGERUL DESENGRASANTE RECAMBIO 750ML;1,491 €;2,27 €;21 %;2,75 €;0,78 €;52,3 %;34,3 %;0;577;AGERUL;LIMPIEZA;
Actualizado desde fichero o API;8420568600733;1138788;;AGERUL GEL HIDROALCOHOLICO 5000 ML;12,756 €;20,62 €;21 %;24,95 €;7,86 €;61,6 %;38,1 %;0;630;AGERUL;ASEO PERSONAL;
Actualizado desde fichero o API;8420568600726;1140058;;AGERUL GEL HIDROALCOHOLICO 600ML;2,063 €;3,30 €;21 %;3,99 €;1,24 €;60,0 %;37,5 %;0;620;AGERUL;ASEO PERSONAL;
Actualizado desde fichero o API;8420568005002;1134464;;AGERUL LIMPIADOR HOGAR&BAÑO 750ML PISTOLA;1,224 €;2,02 €;21 %;2,45 €;0,80 €;65,0 %;39,4 %;-2;119;AGERUL;LIMPIEZA;
Actualizado desde fichero o API;8420568600108;1120839;;AGERUL LIMPIADOR JABONOSO ECO 750ML;0,962 €;1,64 €;21 %;1,99 €;0,68 €;70,5 %;41,3 %;0;1.092;AGERUL;LIMPIEZA;
Actualizado desde fichero o API;8420568060377;1134463;;AGERUL LIMPIADOR MULTISUPERFICIES 750ML PISTOLA;1,482 €;2,27 €;21 %;2,75 €;0,79 €;53,2 %;34,7 %;0;733;AGERUL;LIMPIEZA;
Actualizado desde fichero o API;8420568650004;1134458;;AGERUL LIMPIADOR OXIGENO ACTIVO 1L;0,740 €;1,20 €;21 %;1,45 €;0,46 €;62,2 %;38,3 %;18;29;AGERUL;LIMPIEZA;
Actualizado desde fichero o API;2220000004961;1138345;;AGERUL PRIMEX  HIGIENIZANTE SPRAY 500ML;2,045 €;3,26 €;21 %;3,95 €;1,22 €;59,4 %;37,3 %;-9;202;AGERUL;LIMPIEZA;
Actualizado desde fichero o API;8437021029031;1138346;;AGERUL PRIMEX  HIGIENIZANTE SPRAY 750ML;2,929 €;4,54 €;21 %;5,49 €;1,61 €;55,0 %;35,5 %;8;195;AGERUL;LIMPIEZA;
Actualizado desde fichero o API;8437021029017;1138344;;AGERUL PRIMEX ALCOHOL HIGIENIZANTE SPRAY 250ML;0,789 €;2,44 €;21 %;2,95 €;1,65 €;209,3 %;67,7 %;4;314;AGERUL;LIMPIEZA;
Normal;8420568900031;;;AGERUL QUITAGRASA PISTOLA 750+150ML;0,000 €;2,44 €;21 %;2,95 €;2,44 €;0,0 %;100,0 %;-2;3;AGERUL;;
Actualizado desde fichero o API;8420568600405;1156621;;AGERUL SANICLOR ACTIVADOR COLOR 1,5LTS;0,611 €;1,45 €;21 %;1,75 €;0,84 €;137,3 %;57,9 %;0;116;AGERUL;LIMPIEZA;
Actualizado desde fichero o API;8420568670002;1134459;;AGERUL SANICLOR LIMPIADOR HIGIENIZANTE 1500ML;1,309 €;2,47 €;21 %;2,99 €;1,16 €;88,7 %;47,0 %;8;105;AGERUL;LIMPIEZA;
Actualizado desde fichero o API;8420568670019;1135367;;AGERUL SANICLOR LIMPIADOR HIGIENIZANTE 5000ML;5,249 €;7,43 €;21 %;8,99 €;2,18 €;41,5 %;29,4 %;4;17;AGERUL;LIMPIEZA;
Actualizado desde fichero o API;8420568600702;;;AGERUL SOLUCION HIDROALCOHOLICA 600ML;1,933 €;3,30 €;21 %;3,99 €;1,37 €;70,7 %;41,4 %;0;1.025;AGERUL;ASEO PERSONAL;
Actualizado desde fichero o API;8420568660010;1138296;;AGERUL VINAGRE DE LIMPIEZA 5LTS;2,158 €;4,09 €;21 %;4,95 €;1,93 €;89,5 %;47,2 %;0;572;AGERUL;LIMPIADORES MULTIUSOS;
Actualizado desde fichero o API;8433295062286;1133085;;AGRADO BODY MILK 400ML ALMENDRAS;0,800 €;1,12 €;21 %;1,35 €;0,32 €;40,0 %;28,6 %;0;-1;AGRADO COSMETICS;ASEO PERSONAL;
Normal;8433295062262;1133077;;AGRADO BODY MILK 400ML ALOE VERA;0,790 €;1,12 €;21 %;1,35 €;0,33 €;41,8 %;29,5 %;44;461;AGRADO COSMETICS;LOCIONES CORPORALES;
Normal;8433295062279;1133078;;AGRADO BODY MILK 400ML ARGAN;0,790 €;1,12 €;21 %;1,35 €;0,33 €;41,8 %;29,5 %;47;468;AGRADO COSMETICS;LOCIONES CORPORALES;
Actualizado desde fichero o API;8433295062255;1133076;;AGRADO BODY MILK 400ML COCO;0,790 €;1,12 €;21 %;1,35 €;0,33 €;41,8 %;29,5 %;39;396;AGRADO COSMETICS;LOCIONES CORPORALES;
Actualizado desde fichero o API;8433295038373;1032949;;AGRADO BODY MILK 400ML ROSA MOSQ;0,790 €;1,12 €;21 %;1,35 €;0,33 €;41,8 %;29,5 %;86;409;AGRADO COSMETICS;ASEO PERSONAL;
Normal;8433295051686;1067661;;AGRADO CHAMPU 400ML DELICATE HAIR;0,700 €;0,95 €;21 %;1,15 €;0,25 €;35,7 %;26,3 %;0;221;AGRADO COSMETICS;CHAMPU ADULTOS;
Normal;8433295051693;1067659;;AGRADO CHAMPU 400ML FINE HAIR;0,700 €;0,95 €;21 %;1,15 €;0,25 €;35,7 %;26,3 %;0;243;AGRADO COSMETICS;CHAMPU ADULTOS;
Normal;8433295052836;1068225;;AGRADO ENJUAGUE 500ML DIENTES BLANCOS;0,620 €;1,64 €;21 %;1,99 €;1,02 €;164,5 %;62,2 %;0;109;AGRADO COSMETICS;ELIXIR, FLUOR, ENJUAGE Y COLUTORIO BUCAL;
Normal;8433295088156;1157908;;AGRADO ENJUAGUE 500ML ENCIAS;0,771 €;1,64 €;21 %;1,99 €;0,87 €;112,7 %;53,0 %;2;1;AGRADO COSMETICS;ELIXIR, FLUOR, ENJUAGE Y COLUTORIO BUCAL;
Normal;8433295052843;1068227;;AGRADO ENJUAGUE 500ML FRESCOR MENTA;0,620 €;1,64 €;21 %;1,99 €;1,02 €;164,5 %;62,2 %;49;129;AGRADO COSMETICS;ELIXIR, FLUOR, ENJUAGE Y COLUTORIO BUCAL;
Normal;8433295083199;1144029;;AGRADO JABON MANOS SKIN DEFENSE 300ML;0,680 €;0,95 €;21 %;1,15 €;0,27 €;39,7 %;28,4 %;2;7;AGRADO COSMETICS;JABON MANOS LIQUIDO;
Actualizado desde fichero o API;8411061942529;1004946;;AGUA BRAVA AFTER SHAVE 200ML;10,720 €;14,87 €;21 %;17,99 €;4,15 €;38,7 %;27,9 %;2;4;PUIG CONSUMO;PERFUMERIA CONSUMO;
Actualizado desde fichero o API;8414615020018;;;AGUA FUERTE DOS CASTILLAS 1000ML;0,620 €;1,23 €;21 %;1,49 €;0,61 €;98,4 %;49,6 %;35;1;ALFONSO CLEMARES(LEJIA);LIMPIEZA;
Actualizado desde fichero o API;8410857141054;;;AGUA FUERTE PQS 1000ML;0,579 €;1,24 €;21 %;1,50 €;0,66 €;114,2 %;53,3 %;0;974;DPH S. L .;LIMPIEZA;
Actualizado desde fichero o API;8412460410008;;;AGUA OXIGENADA DYNS 1000ML;0,908 €;3,30 €;21 %;3,99 €;2,39 €;263,4 %;72,5 %;0;73;WALKIRIA;ASEO PERSONAL;
Actualizado desde fichero o API;8412460400306;;;AGUA OXIGENADA DYNS 250ML;0,757 €;1,24 €;21 %;1,50 €;0,48 €;63,8 %;39,0 %;-1;388;WALKIRIA;ASEO PERSONAL;
Normal;2220000003445;;;AGUA OXIGENADA KELSIA 1000ML;0,000 €;3,30 €;21 %;3,99 €;3,30 €;0,0 %;100,0 %;0;-1;DPH S. L .;ASEO PERSONAL;
Normal;8410088000144;;;AGUA OXIGENADA KELSIA 1000ML;1,190 €;3,30 €;21 %;3,99 €;2,11 €;177,3 %;63,9 %;-1;11;DPH S. L .;ASEO PERSONAL;
Actualizado desde fichero o API;8410088000021;;;AGUA OXIGENADA KELSIA 250ML;0,503 €;1,24 €;21 %;1,50 €;0,74 €;146,5 %;59,4 %;-39;7;INTERDROPER S.L;ASEO PERSONAL;
Normal;8420728034002;;;AGUA OXIGENADA OXICIDA 250ML;0,378 €;1,24 €;21 %;1,50 €;0,86 €;228,0 %;69,5 %;0;186;DPH S. L .;ASEO PERSONAL;
Actualizado desde fichero o API;8436032030173;;;AGUARRAS PURO 500ML;1,240 €;2,06 €;21 %;2,49 €;0,82 €;66,1 %;39,8 %;4;50;COVALDROPER GRUPO;LIMPIEZA;
Actualizado desde fichero o API;8410088000298;;;AGUARRAS PURO KELSIA 1000ML;1,740 €;3,30 €;21 %;3,99 €;1,56 €;89,7 %;47,3 %;1;64;DPH S. L .;LIMPIEZA;
Actualizado desde fichero o API;8410088000045;;;AGUARRAS PURO KELSIA 250ML;0,859 €;1,45 €;21 %;1,75 €;0,59 €;68,8 %;40,8 %;-4;74;DPH S. L .;LIMPIEZA;
Normal;8436032030159;;;AGUARRAS PURO MPL 1000ML;1,922 €;2,89 €;21 %;3,50 €;0,97 €;50,4 %;33,5 %;0;220;BEMALU;;
Normal;8433648029379;;;AIMAR BOLSAS MASCOTAS 3UD;0,469 €;1,24 €;21 %;1,50 €;0,77 €;164,4 %;62,2 %;9;4;BEMALU;;
Actualizado desde fichero o API;8410104882716;8001480020436;;AIR WICK ELEC REC WHITE BOUQ DUPLO;4,177 €;5,78 €;21 %;6,99 €;1,60 €;38,4 %;27,7 %;-3;0;BEMALU;LIMPIEZA;
Actualizado desde fichero o API;8410104882686;1101707;;AIRWICK AMBIENTADOR ELECTRICO REC 19ML NENUCO DUPLO;4,177 €;5,78 €;21 %;6,99 €;1,60 €;38,4 %;27,7 %;14;0;DPH S. L .;LIMPIEZA;
Creado en TPV;8410104888183;1111758;;AIRWICK AMBIENTADOR ESSENTIAL MIST SPRAY RECAMBIO FLORES BLANCAS;3,050 €;4,12 €;21 %;4,99 €;1,07 €;35,1 %;26,0 %;3;73;;AMBIENTADORES SPRAY;
Normal;8411322240937;1120768;;AL-COLE LOCION ANTIPIOJOS 200ML;1,589 €;2,88 €;21 %;3,49 €;1,29 €;81,3 %;44,8 %;8;-1;LABORATORIOS BELLOCH;LOCIONES ANTIPARASITARIAS E INSECTICIDAS;
Normal;4008871217288;;;ALBAL BOLSA BLANCA RECICL 10LTO;0,988 €;1,45 €;21 %;1,75 €;0,46 €;46,8 %;31,9 %;-217;0;DPH S. L .;;
Actualizado desde fichero o API;4008871201676;1006335;;ALBAL FILM TRANSPARENTE 50MX325MM;1,887 €;2,47 €;21 %;2,99 €;0,58 €;30,9 %;23,6 %;-5;42;COFRESCO IBERICA;LIMPIEZA;
Normal;4008871217318;;;ALBAL HANDY BAG BOLSA RECICLADO 20LTO;1,249 €;1,86 €;21 %;2,25 €;0,61 €;48,9 %;32,9 %;-125;3;BEMALU;;
Actualizado desde fichero o API;8410208204391;1041429;;ALBAL PAPEL HORNO 4METROS X 380MM;0,814 €;1,15 €;21 %;1,39 €;0,34 €;41,3 %;29,2 %;-4;31;COFRESCO IBERICA;LIMPIEZA;
Normal;4008871201669;1000286;;ALBAL PAPEL HORNO 8MX380MM;1,560 €;2,47 €;21 %;2,99 €;0,91 €;58,3 %;36,8 %;-14;8;COFRESCO IBERICA;PAPEL HORNO;
Actualizado desde fichero o API;4005800029738;1029034;;ALCOHOL 96º HANSAPLAST 250ML;1,420 €;2,06 €;21 %;2,49 €;0,64 €;45,1 %;31,1 %;0;218;BDF NIVEA;ANEXOS;
Normal;8410857143027;;;ALCOHOL 96º PQS 250ML;0,780 €;1,81 €;10 %;1,99 €;1,03 €;132,1 %;56,9 %;-12;223;DPH S. L .;;
Normal;8420728033456;;;ALCOHOL CIDAS 96º 1000ML;2,174 €;4,95 €;21 %;5,99 €;2,78 €;127,7 %;56,1 %;-1;106;BEMALU;ASEO PERSONAL;
Actualizado desde fichero o API;8410088000953;;;ALCOHOL CITRONELA KELSIA 250 ML;0,910 €;1,86 €;21 %;2,25 €;0,95 €;104,4 %;51,1 %;11;21;COVALDROPER GRUPO;ASEO PERSONAL;
Actualizado desde fichero o API;8425323001763;;;ALCOHOL ISOPROPILICO 500ML;2,270 €;4,95 €;21 %;5,99 €;2,68 €;118,1 %;54,1 %;3;26;WALKIRIA;LIMPIEZA;
Normal;8410088000960;;;ALCOHOL KELSIA 250ML CANNABIS;0,955 €;1,86 €;21 %;2,25 €;0,91 €;94,8 %;48,7 %;-16;0;COVALDROPER GRUPO;ASEO PERSONAL;
Actualizado desde fichero o API;8410088000090;;;ALCOHOL KELSIA 500ML 96º;0,697 €;3,00 €;10 %;3,30 €;2,30 €;330,4 %;76,8 %;50;21;INTERDROPER S.L;ASEO PERSONAL;
Actualizado desde fichero o API;8410088000083;;;ALCOHOL KELSIA 96GRAD 1000ML;2,273 €;5,45 €;10 %;5,99 €;3,18 €;139,8 %;58,3 %;-25;4;DPH S. L .;ASEO PERSONAL;
Actualizado desde fichero o API;8410088000120;;;ALCOHOL KELSIA 96º 250ML;0,420 €;1,81 €;10 %;1,99 €;1,39 €;330,9 %;76,8 %;-70;1;INTERDROPER S.L;ASEO PERSONAL;
Normal;8411081134010;;;ALCOHOL LIMPIEZA 1000ML JOSMI PERFUMADO;1,450 €;2,47 €;21 %;2,99 €;1,02 €;70,3 %;41,3 %;-3;1;COVALDROPER GRUPO;LIMPIEZA;
Normal;8436032034232;;;ALCOHOL MPL CANNABIS 250ML;0,000 €;1,86 €;21 %;2,25 €;1,86 €;0,0 %;100,0 %;-1;292;MEDITERRANEA DE LIMPIEZA [ MPL ];;
Actualizado desde fichero o API;8436032030210;1138071;;ALCOHOL MPL ETILICO 96º 1L;2,197 €;4,95 €;21 %;5,99 €;2,75 €;125,3 %;55,6 %;-12;301;MEDITERRANEA DE LIMPIEZA [ MPL ];ASEO PERSONAL;
Actualizado desde fichero o API;8414615020605;;;ALCOHOL QUEMAR DOS CASTILLAS 1000ML;1,033 €;2,02 €;21 %;2,45 €;0,99 €;95,5 %;48,9 %;-20;5;ALFONSO CLEMARES(LEJIA);LIMPIEZA;
Actualizado desde fichero o API;8410088008010;;;ALCOHOL QUEMAR KELSIA 1000ML;1,069 €;1,64 €;21 %;1,99 €;0,57 €;53,4 %;34,8 %;-3;13;INTERDROPER S.L;LIMPIEZA;
Actualizado desde fichero o API;8410088000212;;;ALCOHOL ROMERO KELSIA 250ML;0,922 €;1,86 €;21 %;2,25 €;0,94 €;101,7 %;50,4 %;1;0;COVALDROPER GRUPO;ASEO PERSONAL;
Actualizado desde fichero o API;8436032034713;;;ALCOHOL ROMERO MPL 250ML;0,793 €;1,86 €;21 %;2,25 €;1,07 €;134,6 %;57,4 %;-6;339;MEDITERRANEA DE LIMPIEZA [ MPL ];ASEO PERSONAL;
Normal;8412460110007;;;ALCOHOL SANITARIO DYNS 1 LITRO;2,800 €;5,41 €;10 %;5,95 €;2,61 €;93,2 %;48,2 %;0;858;COVALDROPER GRUPO;ASEO PERSONAL;
Normal;8410836220695;;;ALCOHOL SPRAY 70º STOPTOX 300ML;0,928 €;1,64 €;21 %;1,99 €;0,71 €;76,7 %;43,4 %;0;657;DPH S. L .;LIMPIEZA;
Normal;8480024794109;;;ALCOHOLCENTRALINE CANNABIS 250ML;0,830 €;1,86 €;21 %;2,25 €;1,03 €;124,1 %;55,4 %;8;262;CASH LEVANTE DISTRIBUCION;;
Actualizado desde fichero o API;8411322240258;1110444;;ALCOLE ACONDICIONADOR 200ML ANTIPIOJOS BIFASICO ARBOL DE TE;1,750 €;3,26 €;21 %;3,95 €;1,51 €;86,3 %;46,3 %;-1;211;LABORATORIOS BELLOCH;ASEO PERSONAL;
Normal;8411660180209;1001337;;ALEX ABRILLANTADOR SUELOS 1500ML TERRAZO+500ML GRATIS;2,604 €;4,09 €;21 %;4,95 €;1,49 €;57,1 %;36,3 %;3;131;MARCA HOME CARE LIMPIEZA;LIMPIEZA;
Normal;8431250400647;;;ALFONSO REC MOPA ALGODON 75CM;4,950 €;8,26 €;21 %;9,99 €;3,31 €;66,9 %;40,1 %;0;35;ALFONSO CLEMARES(LEJIA);;
Actualizado desde fichero o API;8410961010024;1067033;;ALG DESM BOLAS STAR COTT COLORES 100UD;0,624 €;1,03 €;21 %;1,25 €;0,41 €;65,1 %;39,4 %;6;7;DPH S. L .;ANEXOS;
Actualizado desde fichero o API;3133200069038;;;ALGOD DISCOS DEMAKUP 60UD;0,763 €;1,03 €;21 %;1,25 €;0,27 €;35,0 %;25,9 %;-22;11;ESSITY SPAIN [ TENA ];ASEO PERSONAL;
Actualizado desde fichero o API;8410961304109;1067039;;ALGODON DESM DISCOS STAR 70UD;0,411 €;0,83 €;21 %;1,00 €;0,42 €;102,0 %;50,5 %;-87;1;INTERDROPER S.L;ASEO PERSONAL;
Actualizado desde fichero o API;8410961304758;;;ALGODON HIDROF 100GR STAR COTT;0,624 €;1,03 €;21 %;1,25 €;0,41 €;65,1 %;39,4 %;-34;1;BEMALU;ASEO PERSONAL;
Actualizado desde fichero o API;8410520030036;1017625;;ALGODON LOTO 100GRS;0,470 €;0,91 €;10 %;1,00 €;0,44 €;93,6 %;48,4 %;3;88;INDAS;ANEXOS;
Actualizado desde fichero o API;8410520007137;1017607;;ALGODON LOTO DESMAQ BOLAS COLORES 45UD;0,398 €;0,62 €;21 %;0,75 €;0,22 €;55,8 %;35,8 %;-23;62;INDAS;ASEO PERSONAL;
Normal;8423162610962;;;ALSARA DETERGENTE LIQUIDO MARSELLA 60D;2,869 €;4,12 €;21 %;4,99 €;1,25 €;43,6 %;30,4 %;1;88;DPH S. L .;;
Normal;8437001097111;;;ALUMINIO PROFESIONAL ALFONSO 300;12,810 €;16,53 €;21 %;20,00 €;3,72 €;29,0 %;22,5 %;-1;25;ALFONSO CLEMARES(LEJIA);;
Actualizado desde fichero o API;8422385192767;1137590;;ALV GOMEZ BODY 280ML;1,905 €;3,26 €;21 %;3,95 €;1,35 €;71,1 %;41,6 %;1;27;ALVAREZ GOMEZ;ASEO PERSONAL;
Actualizado desde fichero o API;8422385196017;1137594;;ALV GOMEZ CREMA CORPORAL KARITE 100ML;1,904 €;2,85 €;21 %;3,45 €;0,95 €;49,7 %;33,2 %;5;13;ALVAREZ GOMEZ;ASEO PERSONAL;
Actualizado desde fichero o API;8422385193757;1074680;;ALV GOMEZ CREMA MANOS 75ML;1,905 €;3,30 €;21 %;3,99 €;1,40 €;73,2 %;42,3 %;1;131;ALVAREZ GOMEZ;ASEO PERSONAL;
Actualizado desde fichero o API;8422385199209;1074681;;ALV GOMEZ DEO ROLLON CLASICO;1,905 €;3,26 €;21 %;3,95 €;1,35 €;71,1 %;41,6 %;-4;0;ALVAREZ GOMEZ;ASEO PERSONAL;
Actualizado desde fichero o API;8422385191760;1137589;;ALV GOMEZ GEL BAÑO 290ML;1,904 €;3,26 €;21 %;3,95 €;1,36 €;71,2 %;41,6 %;3;6;ALVAREZ GOMEZ;ASEO PERSONAL;
Actualizado desde fichero o API;8422385200318;1140995;;ALV GOMEZ GEL HIGIENIZANTE MANOS AROMA SPRAY 90ML;1,094 €;2,47 €;21 %;2,99 €;1,38 €;125,8 %;55,7 %;4;22;ALVAREZ GOMEZ;ASEO PERSONAL;
Actualizado desde fichero o API;8422385200073;1139261;;ALV GOMEZ GEL HIGIENIZANTE MANOS DOSIF 300ML;1,606 €;3,30 €;21 %;3,99 €;1,69 €;105,5 %;51,3 %;6;182;ALVAREZ GOMEZ;ASEO PERSONAL;
Actualizado desde fichero o API;8422385200325;1140994;;ALV GOMEZ GEL HIGIENIZANTE MANOS NIÑOS SPRAY 90ML;1,092 €;2,47 €;21 %;2,99 €;1,38 €;126,2 %;55,8 %;13;62;ALVAREZ GOMEZ;ASEO PERSONAL;
Actualizado desde fichero o API;8422385200301;1139248;;ALV GOMEZ GEL HIGIENIZANTE MANOS PERFUMADO  SPRAY 300ML;1,606 €;3,30 €;21 %;3,99 €;1,69 €;105,5 %;51,3 %;6;22;ALVAREZ GOMEZ;ASEO PERSONAL;
Actualizado desde fichero o API;8422385200080;1136226;;ALV GOMEZ GEL HIGIENIZANTE MANOS SPRAY 30ML;0,838 €;1,64 €;21 %;1,99 €;0,80 €;95,7 %;48,9 %;26;19;ALVAREZ GOMEZ;ASEO PERSONAL;
Actualizado desde fichero o API;8422385189309;1074692;;ALV GOMEZ JAB LIQ 300ML;1,904 €;4,95 €;21 %;5,99 €;3,05 €;160,0 %;61,5 %;8;1;ALVAREZ GOMEZ;ASEO PERSONAL;
Actualizado desde fichero o API;8422385199100;1074707;;ALV GOMEZ TOALL PERF 10UD;1,498 €;2,47 €;21 %;2,99 €;0,97 €;64,9 %;39,4 %;6;5;ALVAREZ GOMEZ;PERFUMERIA CONSUMO;
Normal;8422385991056;1161627;;ALVAREZ GOMEZ DEO ROLLON 75ML FRAICHE;1,905 €;3,26 €;21 %;3,95 €;1,35 €;71,1 %;41,6 %;4;12;ALVAREZ GOMEZ;ASEO PERSONAL;
